id_global,id_PGJ,id_SSC,id_C5,fecha_incidente,hora_incidente,calle,colonia,alcaldia,lat,lon,delito_pgj,categoria_delito_pgj,fiscalia,agencia,unidad_investigacion,no_folio_ssc,tipo_evento_ssc,tipo_interseccion,zona_ssc,cuadrante_ssc,sector_ssc,reporte_ssc,tipo_vehiculo_1,tipo_vehiculo_2,tipo_vehiculo_3,tipo_vehiculo_4,marca_vehiculo_1,marca_vehiculo_2,marca_vehiculo_3,marca_vehiculo_4,ruta_transporte_publico,matricula_1,matricula_2,matricula_3,matricula_4,condicion,lesiones,edad_occiso,edad_lesionado,total_occisos,total_lesionados,identidad,unidad_medica_de_apoyo,matricula_unidad_medica,lugar_del_deceso,trasladados_lesionado,hospital,observaciones_ssc,codigo_cierre_c5,incidente_c4,clas_con_f_alarma_c5,tipo_entrada_c5
32,17743,1914,C5/180225/09171,25/02/2018,21:53:52,CLAVE,VALLEJO,GUSTAVO A MADERO,19.46656307,-99.13735973,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-3CD,387454,CHOQUE,T,1,N-1.4.8,TEPEYAC,TEPEYAC,BICICLETA,AUTOBUS DE PASAJEROS,NA,NA,BENOTTO,M1,NA,NA,SD,1925,300868,NA,NA,OCCISO,OCCISO,23,NA,1,0,CICLISTA,ERUM/CCO,MX026G2 AK,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
33,17768,1959,C5/180227/01143,27/02/2018,07:24:47,CANAL DE MIRAMONTES,LOS CIPRESES,COYOACAN,19.31857603,-99.13020224,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-2CD,389077,CHOQUE,T,4,SD,TAXQUEÑA,TAXQUEÑA,AUTOBUS DE PASAJEROS,MOTOCICLETA,NA,NA,MERCEDES BENZ,DINAMO,NA,NA,81,810127,2A1Xl,NA,NA,OCCISO,OCCISO POR INFARTO,26,NA,1,0,MOTOCICLISTA,ERUM/CCO,55,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
34,17856,2083,C5/180302/09510,02/03/2018,22:30:47,CERRADA DE JIMENEZ,BUENOS AIRES,CUAUHTEMOC,19.40678,-99.14968128,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-2CD,394781,CHOQUE,CRUZ,2,SD,ASTURIAS,ASTURIAS,MOTOCICLETA,AUTOMOVIL,NA,NA,ITALIKA,CHEVROLET TRAX,NA,NA,NA,2W4BX,NFH4262,NA,NA,OCCISO,OCCISO POR TCE,40,44,1,1,PASAJERO,CCO,MX04G2,EN EL LUGAR DE LOS HECHOS,1,SD,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
35,17881,2099,C5/180303/08320,03/03/2018,19:49:18,ORIENTE ORIENTE 164  Y EJE UNO NORTE,MOCTEZUMA 2A SECCIÓN,VENUSTIANO CARRANZA,19.43209023,-99.09680939,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-2,UI-1SD,395872,ATROPELLADO,CRUZ,1,SD,MOCTEZUMA,MOCTEZUMA,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO POR POLITRAUMATISMO,53,NA,1,0,PEATON,CRUZ ROJA/CCO,DF07,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
36,17916,2199,C5/180305/00834,05/03/2018,03:31:50,AV. AZUCAR  (EJE 3 OTE.),LA CRUZ COYUYA,IZTACALCO,19.40300545,-99.11379466,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-3,UI-1CD,397657,CHOQUE,T,1,SD,IZTACCIHUATL,IZTACCIHUATL,AUTOMOVIL,CAMION DE CARGA,NA,NA,SEAT,FORD,NA,NA,NA,LZR6995,KX22600,NA,NA,OCCISO,POLITRAUMATIZADO  ,35,29,1,1,CONDUCTOR,ERUM/CCO,MX063G2 1,EN EL LUGAR DE LOS HECHOS,1,SD,SD,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
37,17939,2225,C5/180306/00801,06/03/2018,05:54:45,ESCUADRON 201,CRISTO REY,ALVARO OBREGON,19.39046889,-99.20176444,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-2SD,399075,ATROPELLADO,CRUZ,5,SD,PLATEROS,PLATEROS,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO POR TCE,30,NA,1,0,PEATON,ERUM/CCO,MX006G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,RADIO
38,17961,2268,C5/180307/00929,07/03/2018,06:24:36,CALLE ESTRELLA,2DA AMPLIACION PARAJE SAN JUAN,IZTAPALAPA,19.33385244,-99.06458174,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-8,UI-1CD,400283,CHOQUE,CRUZ,3,SD,TEZONCO,TEZONCO,BICICLETA,CAMION DE CARGA,NA,NA,SD,FREIGHTLINER,NA,NA,NA,NA,92AA3K,NA,NA,OCCISO,TCE SEVERO CX ABDOMEN Y TRAUMATISMO DE TORAX ,17,NA,1,0,CICLISTA,ERUM/CCO,MX059G2,EN EL LUGAR DE LOS HECHOS,0,NA,SD,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
39,18007,2323,C5/180309/00667,09/03/2018,03:33:08,CARRILES CENTRALES DE LA AVENIDA IGNACIO ZARAGOZA,AGRÍCOLA ORIENTAL,IZTACALCO,19.40471501,-99.07085204,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-2SD,SD,ATROPELLADO,RECTA,1,SD,PANTITLAN,PANTITLAN,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO,SD,NA,1,0,PEATON,ERUM/CCO,MX062G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
40,18014,2328,C5/180309/02057,09/03/2018,08:53:25,AQUILES SERDAN,PRADOS DEL ROSARIO,AZCAPOTZALCO,19.50727584,-99.20998129,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-2,UI-3CD,SD,ATROPELLADO,T,5,P-2.3.3,HORMIGA,HORMIGA,AUTOMOVIL,NA,NA,NA,MAZDA,NA,NA,NA,NA,MTH2254,NA,NA,NA,OCCISO,POLITRAUMATIZADO  ,40,NA,1,0,PEATON,CCO,16,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
41,18037,2371,C5/180310/03789,10/03/2018,10:28:39,GENERAL MARTIN CARRERA,SANTIAGO ATZACOALCO,GUSTAVO A MADERO,19.49063078,-99.10032594,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-1CD,404917,ATROPELLADO,Y,1,N-2.4.6,QUIROGA,QUIROGA,AUTOBUS DE PASAJEROS,NA,NA,NA,MERCEDES BENZ,NA,NA,NA,SD,420JV6,NA,NA,NA,OCCISO,OCCISO POR ORGANOS EXPUESTOS EN FOSA ILIACA IZQ,60,NA,1,0,PEATON,CRUZ ROJA/CCO,DF47,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
42,18206,2646,C5/180317/02789,17/03/2018,07:35:40,5 DE MAYO,VALLE DE MADERO,GUSTAVO A MADERO,19.54887005,-99.14088907,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-1,UI-2SD,414071,DERRAPADO,T,1,SD,CUAUTEPEC,CUAUTEPEC,MOTOCICLETA,NA,NA,NA,KTM,NA,NA,NA,NA,5E7YV,NA,NA,NA,OCCISO,SD,33,NA,1,0,MOTOCICLISTA,CCO,341,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
43,18215,2622,C5/180317/06721,17/03/2018,15:14:07,AVENIDA INSURGENTES,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,19.33858624,-99.04895032,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-2CD,414549,ATROPELLADO,CRUZ,3,SD,QUETZAL,QUETZAL,AUTOBUS DE PASAJEROS,NA,NA,NA,SD,NA,NA,NA,37,370282,NA,NA,NA,OCCISO,TCE,87,NA,1,0,PEATON,ERUM/CCO,3,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
44,18228,2658,C5/180318/00884,18/03/2018,01:29:34,LAZARO CARDENAS,TORRES LINDAVISTA,GUSTAVO A MADERO,19.50546288,-99.1506139,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,415189,CHOQUE,CRUZ,1,N-1.3.8,TICOMAN,TICOMAN,MOTOCICLETA,SD,NA,NA,ITALIKA,SD,NA,NA,NA,5E6EZ,SD,NA,NA,OCCISO,SD,30,NA,1,0,MOTOCICLISTA,CCO,SD,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
45,18233,2678,C5/180318/03685,18/03/2018,09:10:25,AV. CONSTITUYENTES,LOMAS ALTAS,MIGUEL HIDALGO,19.3941486,-99.2368602,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-3SD,415517,DERRAPADO,RECTA,5,P-3.5.1,TACUBA,TACUBA,MOTOCICLETA,NA,NA,NA,HONDA,NA,NA,NA,NA,9A5KA,NA,NA,NA,OCCISO,OCCISO POR ETIOLOGIA A DETERMINAR,47,NA,1,0,MOTOCICLISTA,CCO,15,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
46,18259,2708,C5/180320/00234,20/03/2018,00:45:58,GITANA,LOS OLIVOS,TLAHUAC,19.29683911,-99.05609969,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-1,UI-1SD,417457,ATROPELLADO,CRUZ,3,O-3.4.5,ZAPOTITLA,ZAPOTITLA,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,CX GRAVE FRONTAL,70,NA,1,0,PEATON,CCO,2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
47,18283,2741,C5/180321/00583,21/03/2018,04:13:47,CALLE DIAGONAL DE CIRCUNVALACION,MORELOS,VENUSTIANO CARRANZA,19.44982845,-99.12305986,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-1,UI-1SD,418839,ATROPELLADO,RAMAS MULTIPLES,1,SD,CONSULADO,CONSULADO,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,SD,30,NA,1,0,PEATON,CRUZ ROJA/CCO,17,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
48,18308,2781,C5/180322/00663,22/03/2018,03:17:17,CALZADA DE TLALPAN,AVANTE,COYOACAN,19.33237463,-99.14068615,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-3,UI-3CD,420237,ATROPELLADO,T,4,S-2.3.17,TAXQUEÑA,TAXQUEÑA,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO,55,NA,1,0,PEATON,CRUZ ROJA/CCO,DF12,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
49,18359,2891,C5/180325/00180,25/03/2018,00:18:12,MANUEL GONZALEZ,EX-HIPÓDROMO DE PERALVILLO,CUAUHTEMOC,19.45387611,-99.13382653,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-1,UI-3SD,424358,ATROPELLADO,T,2,SD,TLATELOLCO,TLATELOLCO,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO,37,NA,1,0,PEATON,CCO,394,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
50,18376,2915,C5/180325/08123,25/03/2018,17:45:23,CALZADA DE LAS ARMAS,AMPLIACIÓN SAN PEDRO XALPA,AZCAPOTZALCO,19.4836271,-99.21840391,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-2,UI-1CD,SD,CHOQUE,T,5,SD,SD,SD,MOTOCICLETA,AUTOMOVIL,NA,NA,PULSAR BAJAJ,ATOS,NA,NA,NA,SD,875PFC,NA,NA,OCCISO,OCCISO,26 21,NA,2,0,PASAJERO,CCO,8,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
51,18420,3000,C5/180328/01337,28/03/2018,06:57:06,AV. CANAL DE RIO CHURUBUSCO,CARLOS ZAPATA VELA,IZTACALCO,19.37977022,-99.09586925,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-3,UI-1CD,428660,ATROPELLADO,CRUZ,1,N-3.3.12,TLACOTAL,TLACOTAL,MOTOCICLETA,NA,NA,NA,HONDA,NA,NA,NA,NA,HZZ35,NA,NA,NA,OCCISO,OCCISO POR TCE,71,NA,1,0,PEATON,CCO,389,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
52,18438,3003,C5/180328/09926,28/03/2018,22:59:40,FERROCARRIL CENTRAL,DEL GAS,AZCAPOTZALCO,19.46865143,-99.16219457,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-1SD,429836,ATROPELLADO,T,5,SD,CUITLAHUAC,CUITLAHUAC,TREN SUBURBANO,NA,NA,NA,SD,NA,NA,NA,SD,SD,NA,NA,NA,OCCISO,OCCISO,40,NA,1,0,PEATON,CCO,19 PC,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
53,18442,3021,C5/180329/01294,29/03/2018,05:30:20,CALZ. IGNACIO ZARAGOZA,PUEBLA,VENUSTIANO CARRANZA,19.41016593,-99.08027486,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-5,UI-1SD,430042,ATROPELLADO,CRUZ,1,SD,ARENAL,ARENAL,SD,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO POR TRAUMATISMO MULTIPLE,SD,NA,1,0,PEATON,CCO,MX003G2,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
54,18446,3023,C5/180329/01960,29/03/2018,07:59:25,CALLE HIDALGO,SAN MIGUEL AJUSCO,TLALPAN,19.22947135,-99.1964582,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-4,UI-2CD,430101,ATROPELLADO,T,4,SD,TOPILEJO,TOPILEJO,AUTOMOVIL,NA,NA,NA,FORD,NA,NA,NA,NA,PVD4476,NA,NA,NA,OCCISO,SD,SD,NA,1,0,PEATON,CCO,SD,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
55,18447,3035,C5/180329/02237,29/03/2018,08:43:18,VILLA DE AYALA,SAN FELIPE DE JESÚS,GUSTAVO A MADERO,19.49062395,-99.07687537,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,430159,CHOQUE,CRUZ,1,SD,SD,SD,BICICLETA,AUTOMOVIL,NA,NA,SD,SPARK,NA,NA,NA,NA,MUF1630,NA,NA,OCCISO,SD,69,NA,1,0,CICLISTA,CRUZ ROJA/CCO,44,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
56,18547,3180,C5/180403/09126,03/04/2018,23:01:28,AVENIDA UNIVERSIDAD,TEPALCATES,IZTAPALAPA,19.38563485,-99.05884371,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-1CD,437795,ATROPELLADO,CRUZ,3,O-2.1.24,OASIS,OASIS,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO POR POLITRAUMATISMO,35,NA,1,0,PEATON,CCO,1,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
57,18569,3216,C5/180404/08015,04/04/2018,21:04:26,AV. CHAPULTEPEC,SAN GREGORIO ATLAPULCO,XOCHIMILCO,19.25559702,-99.0648754,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-2CD,439004,CHOQUE,T,3,O-3.6.7,TEPEPAN,TEPEPAN,MOTOCICLETA,SD,NA,NA,HONDA,SD,NA,NA,NA,SD,SD,NA,NA,OCCISO,SIN SIGNOS VITALES ETIOLOGIA A DETERMINAR,33,NA,1,0,MOTOCICLISTA,CCO,8,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
58,18596,3246,C5/180406/00588,06/04/2018,01:56:55,CALZ. CUAUTEPEC,ZONA ESCOLAR,GUSTAVO A MADERO,19.54391612,-99.15158954,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-1,UI-3SD,440647,ATROPELLADO,T,1,N-1.1.5,CUAUTEPEC,CUAUTEPEC,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,FX ARCOS FRONTALES,50,NA,1,0,PEATON,CCO,8,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,RADIO
59,18669,3329,C5/180408/06665,08/04/2018,14:52:11,GENERAL MARIANO  ARISTA,15 DE AGOSTO,GUSTAVO A MADERO,19.48683254,-99.10327302,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-3CD,SD,CHOQUE,T,1,N-2.4.5,QUIROGA,QUIROGA,MOTOCICLETA,SD,NA,NA,SUZUKI,SD,NA,NA,NA,11000,SD,NA,NA,OCCISO,OCCISO,37 47,NA,2,0,PASAJERO,CCO,DF16,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
60,18679,3343,C5/180409/01806,09/04/2018,07:09:26,ESCOLLERAS Y BOULEVARD DEL TEMOLUCO,RESIDENCIAL ACUEDUCTO DE GUADALUPE,GUSTAVO A MADERO,19.52488763,-99.14872725,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-1CD,444829,ATROPELLADO,RECTA,1,N-1.3.7,TICOMAN,TICOMAN,FERROCARRIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,SD,65,NA,1,0,PEATON,CCO,389,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
61,18792,3538,C5/180414/06818,14/04/2018,15:11:25,CASTILLA ORIENTE Y ZARAGOZA,SAN RAFAEL,AZCAPOTZALCO,19.48446044,-99.18662551,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-3SD,452489,CHOQUE,CRUZ,5,P-2.1.4 ,CLAVERIA,CLAVERIA,AUTOBUS DE PASAJEROS,BICICLETA,NA,NA,MERCEDES BENZ,SD,NA,NA,106,69772,NA,NA,NA,OCCISO,OCCISO POR APLASTAMIENTO DE CRANEO,25,NA,1,0,CICLISTA,CRUZ ROJA/CCO,28,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-atropellado,EMERGENCIA,LLAMADA DEL 911
62,18939,3711,C5/180420/10424,20/04/2018,22:45:18,RIO CHURUBUSCO,SINATEL,IZTAPALAPA,19.36060654,-99.13029948,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-4,UI-3SD,461908,ATROPELLADO,T,3,SD,CHURUBUSCO,CHURUBUSCO,AUTOMOVIL,NA,NA,NA,SD,NA,NA,NA,NA,SD,NA,NA,NA,OCCISO,OCCISO,77,NA,1,0,PEATON,CCO,1,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
63,19396,4352,C5/180513/00830,13/05/2018,01:26:30,CHICLE,GRANJAS MÉXICO,IZTACALCO,19.40277252,-99.10755563,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-1SD,493232,DERRAPADO,CRUZ,1,N-3.3.1,TLACOTAL,TLACOTAL,MOTOCICLETA,NA,NA,NA,VANCE HINES,NA,NA,NA,NA,9D2AE,NA,NA,NA,OCCISO,OCCISO,25,NA,1,0,MOTOCICLISTA,CCO,1132,EN EL LUGAR DE LOS HECHOS,0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada",cadáver-accidente automovilístico,EMERGENCIA,LLAMADA DEL 911
